Case #1: Impossible
34 38 176579
34 39 112832
34 40 81831
34 41 122858
35 36 203816
35 37 144028
35 38 165384
35 39 137725
35 40 127977
35 41 138869
36 37 122830
36 38 156304
36 39 92590
36 40 87402
36 41 168601
37 38 93932
37 39 71988
37 40 66800
37 41 53272
38 39 130999
38 40 118189
38 41 107928
39 40 36560
39 41 119219
40 41 120072
Case #10: 56
1 4 522353
1 13 645615
1 18 543377
1 21 540047
1 22 609090
2 3 385178
2 8 292816
2 10 488135
2 13 456073
2 16 229773
2 20 417596
3 4 179591
3 5 345357
3 6 151943
3 14 419581
3 22 261457
4 12 232968
4 17 15319
4 19 163679
5 6 193414
5 11 350338
5 12 114198
5 15 128344
5 18 32821
6 11 220583
6 21 163923
7 8 60789
7 10 256108
7 13 224046
7 15 143846
8 18 165366
8 22 99653
9 14 222950
9 15 50366
9 16 175975
9 20 302475
9 21 48487
9 22 20556
10 14 300196
10 16 316590
10 18 185772
10 20 377585
10 23 174240
11 12 236140
11 22 260655
12 15 86586
12 16 139755
12 23 329996
13 16 378992
13 17 182287
14 17 337927
14 22 204530
15 20 265323
17 21 204474
17 22 160873
20 23 551825
Case #11: 7
1 3 36741
1 4 873842
1 9 231416
2 5 566385
2 7 709117
2 9 492224
7 8 445147
Case #12: Impossible
Case #13: 23
1 2 654821
1 3 483591
1 4 206052
1 5 220560
1 6 379229
2 3 822063
2 4 544524
2 5 530016
2 6 717701
2 8 441364
3 4 277539
3 5 292047
3 7 502021
3 8 477269
4 5 14508
4 6 173177
4 7 224482
4 8 199730
5 6 187685
5 7 209974
6 7 397659
6 8 372907
7 8 121322
Case #14: Impossible
Case #15: 19
1 3 97418
1 5 576801
1 6 602809
1 9 309360
2 3 308933
2 5 365286
2 6 814298
2 7 743615
3 5 570051
3 9 211942
4 5 606835
4 6 818725
4 8 574209
5 7 998358
5 8 773987
5 9 358109
6 9 660394
7 8 826120
8 9 415878
Case #16: 52
1 7 210630
1 9 287479
1 11 156456
1 20 130132
1 21 128476
1 22 274906
2 10 266060
2 15 462624
2 20 455775
2 21 205966
3 4 268576
3 12 394955
3 22 183842
4 8 443861
4 11 260154
4 15 240679
4 16 92606
4 18 275974
4 20 233830
4 21 209990
6 7 34698
6 11 332388
7 8 487244
7 12 358150
8 9 320833
8 13 428534
8 15 238594
8 18 460151
9 10 227896
9 11 443935
9 20 417611
9 22 347476
9 23 7446
10 15 196564
11 16 167548
11 21 284932
12 18 416778
12 23 173155
13 14 285913
13 19 261051
13 23 148883
14 19 535618
14 22 429669
15 18 331441
15 22 314367
16 19 268787
17 21 484834
17 22 509159
18 20 302408
19 21 386171
20 21 258608
21 23 386325
Case #17: 4
1 4 944063
3 5 907967
5 7 858746
7 8 931190
Case #18: 185
1 4 155453
1 5 115785
1 7 171702
1 8 147562
1 9 193462
1 11 179884
1 12 197780
1 13 207206
1 14 236067
1 17 121930
1 20 144126
1 22 197683
1 23 158013
1 24 112143
2 3 221561
2 4 193892
2 5 154224
2 6 231140
2 7 210141
2 8 260940
2 10 126039
2 12 236219
2 13 245645
2 15 216776
2 17 149115
2 19 220835
2 20 254883
2 21 269883
2 22 269601
2 23 254287
2 24 158902
3 4 27669
3 5 67337
3 6 86763
3 7 123254
3 8 329937
3 10 95522
3 13 122458
3 14 172449
3 16 102561
3 18 165085
3 19 133948
3 21 48322
3 22 138376
3 23 98706
3 24 128193
4 5 39668
4 6 59094
4 9 59855
4 10 67853
4 11 95632
4 12 64173
4 14 144780
4 15 123404
4 16 74892
4 17 146075
4 18 183882
4 20 112488
4 21 75991
4 23 117503
4 24 147186
5 8 262600
5 9 77677
5 10 28185
5 11 94471
5 12 81995
5 16 35224
5 19 66611
5 21 115659
5 22 115377
6 8 302199
6 9 761
6 12 5079
6 13 145326
6 14 85686
6 15 165076
6 17 194221
6 18 124788
6 20 72296
6 21 108793
6 22 57444
6 23 58409
6 24 184434
7 8 248069
7 9 69197
7 10 84102
7 11 94816
7 13 76890
7 15 218989
7 16 20693
7 17 173222
7 18 176612
7 20 130574
7 21 151026
7 22 115722
7 23 116687
7 24 163435
8 10 235162
8 13 283573
8 14 376635
8 15 368982
8 16 227376
8 17 269492
8 20 291688
8 22 338251
8 23 298581
9 10 105862
9 12 5840
9 17 194982
9 20 73057
9 22 58205
9 23 59170
9 24 185195
10 12 110180
10 13 119606
10 14 190787
10 15 191257
10 16 63409
10 17 89120
10 21 143844
10 22 143562
10 23 128248
10 24 79333
11 13 146391
11 14 99925
11 16 115509
11 20 35758
11 21 72255
11 23 21871
12 13 140247
12 15 170155
12 16 84050
12 17 199300
12 18 119709
12 19 115437
12 23 53330
13 14 202574
13 15 254493
13 16 56197
13 17 113925
13 18 190899
13 20 110633
13 21 74136
13 22 164190
13 23 124520
13 24 123712
14 15 212654
14 16 174815
14 17 208918
14 18 144433
14 19 206202
14 21 128438
14 22 117724
14 23 78054
14 24 218705
15 16 198296
15 17 269479
15 18 68221
15 19 229683
15 21 184984
15 22 174270
15 24 270590
16 18 155919
16 20 149174
16 21 130333
16 22 136415
16 23 135287
16 24 142742
17 18 234536
17 19 183916
17 20 182044
17 21 166728
17 22 207827
17 23 168157
18 20 80266
18 21 116763
18 22 106049
18 23 66379
19 20 179182
19 21 161720
20 21 36497
20 24 191831
21 24 176515
22 23 39670
22 24 217614
Case #19: 344
1 2 115560
1 3 42055
1 4 117937
1 5 196203
1 6 127001
1 8 123238
1 11 186531
1 12 157320
1 13 32328
1 14 102726
1 15 74011
1 16 54898
1 17 82887
1 19 109764
1 20 83138
1 21 180088
1 25 4277
1 26 55895
1 27 179466
1 28 232222
1 29 137987
1 30 31239
2 3 157615
2 4 81561
2 5 87901
2 6 69898
2 7 109578
2 8 178512
2 9 139467
2 11 70971
2 12 42178
2 13 147888
2 14 116525
2 15 146162
2 19 119289
2 20 169690
2 22 117935
2 23 122290
2 24 170499
2 25 119837
2 26 143603
2 28 140532
2 29 170941
2 30 146799
3 5 171854
3 6 120198
3 7 80518
3 8 156739
3 9 50629
3 10 64908
3 11 201498
3 12 127243
3 13 65829
3 14 73571
3 15 43934
3 16 88399
3 17 116388
3 18 100177
3 19 80609
3 20 116639
3 21 195055
3 22 79255
3 23 40231
3 25 37778
3 26 25818
3 27 221521
3 28 203067
3 29 171488
4 5 85106
4 6 151459
4 7 116742
4 9 86853
4 10 149344
4 11 143869
4 12 39383
4 13 134309
4 14 109795
4 15 80158
4 16 72702
4 18 170835
4 19 116833
4 20 194696
4 21 146089
4 22 115479
4 23 120870
4 24 168043
4 25 122214
4 26 62042
4 28 222093
4 30 135398
5 8 207799
5 9 171959
5 10 171829
5 11 100258
5 12 45723
5 15 165264
5 16 157808
5 17 120349
5 20 113065
5 22 199376
5 25 191926
5 26 147148
5 27 151807
5 28 228433
5 29 167914
5 30 218888
6 8 227950
6 9 69569
6 10 158408
6 11 140869
6 12 112076
6 13 117025
6 14 46627
6 15 76264
6 16 113433
6 17 209888
6 18 115783
6 20 117634
6 24 100601
6 25 131278
6 26 94380
6 27 133804
6 28 176123
6 29 172483
7 9 29889
7 10 132526
7 11 120980
7 12 151756
7 13 77345
7 14 6947
7 15 36584
7 18 76103
7 19 9711
7 20 77954
7 21 114537
7 22 8357
7 23 107849
7 24 60921
7 25 105396
7 26 54700
7 27 173484
7 29 132803
7 30 78434
8 10 146091
8 11 107541
8 12 212027
8 13 147012
8 14 181323
8 15 197249
8 16 164676
8 18 181360
8 19 188361
8 20 197822
8 21 113984
8 22 187007
8 23 116508
8 24 196542
8 26 179133
8 27 242418
8 29 207511
8 30 145923
9 10 102637
9 11 150869
9 14 22942
9 15 6695
9 16 103642
9 17 154117
9 18 83982
9 19 29980
9 20 107843
9 21 144426
9 22 28626
9 23 77960
9 24 81190
9 25 75507
9 26 24811
9 28 152438
9 30 48545
10 11 217378
10 12 188727
10 13 55181
10 14 125579
10 15 105418
10 16 77751
10 17 51480
10 18 89529
10 21 211495
10 22 131263
10 23 29583
10 24 100276
10 26 87302
10 27 210873
10 28 255075
10 29 160840
10 30 54092
11 12 104486
11 13 162197
11 15 157564
11 16 194733
11 17 220607
11 20 154819
11 21 6443
11 22 129337
11 23 192701
11 24 181901
11 25 190248
11 27 134877
11 28 211503
11 29 99970
11 30 163286
12 13 173692
12 15 119541
12 16 112085
12 17 166072
12 18 210218
12 19 156216
12 20 158788
12 21 106706
12 23 160253
12 24 201317
12 26 101425
12 27 106084
12 28 182710
12 29 204456
12 30 174781
13 14 70398
13 16 78672
13 17 106661
13 18 36526
13 20 106912
13 21 168640
13 22 76082
13 23 30504
13 25 28051
13 26 72267
13 27 211794
14 16 80700
14 17 177059
14 19 7038
14 20 84901
14 21 121484
14 22 5684
14 24 58248
14 25 98449
14 27 180431
14 28 129496
14 29 139750
14 30 71487
15 16 110337
15 17 156898
15 18 90677
15 19 36675
15 21 151121
15 22 35321
15 23 80741
15 24 87885
15 26 18116
15 28 159133
15 29 169387
15 30 55240
16 18 113020
16 19 83464
16 20 129482
16 21 188290
16 22 82110
16 23 48168
16 24 128202
16 26 110793
16 27 218169
16 28 210196
16 29 184331
17 18 141009
17 19 184097
17 21 214164
17 22 182743
17 23 81063
17 24 151756
17 25 78610
17 26 138782
17 27 262353
17 28 306555
17 29 212320
17 30 105572
18 23 64852
18 24 15182
18 25 62399
18 27 245639
18 28 202926
18 29 196109
18 30 35437
19 20 87665
19 21 124248
19 23 107940
19 26 54791
19 27 183195
19 28 136534
19 29 142514
19 30 78525
20 21 161262
20 22 86311
20 24 138875
20 25 78861
20 27 105784
20 28 182410
20 29 54849
20 30 105823
21 22 122894
21 23 186818
21 24 175458
21 26 169237
21 27 128434
21 28 205060
21 30 169729
22 23 106586
22 25 104133
22 26 53437
22 27 181841
22 28 135180
22 29 141160
22 30 77171
23 24 80034
23 25 2453
23 26 62625
23 27 186196
23 28 230398
23 29 136163
23 30 29415
24 27 234405
24 29 193724
25 26 60172
25 27 183743
25 28 227945
25 29 133710
25 30 26962
26 27 207509
26 28 177249
26 29 187503
26 30 73356
27 28 76626
27 29 160633
27 30 210705
28 29 237259
28 30 200983
29 30 160672
Case #20: 17
1 2 524444
1 6 496702
1 7 755076
2 3 19144
2 4 320167
2 5 244798
2 7 230632
3 4 301023
3 5 225654
3 6 360052
3 7 249776
4 5 75369
4 6 130516
4 7 236640
5 6 134398
5 7 161271
6 7 295669
Case #21: 285
1 2 127456
1 3 97228
1 4 119506
1 5 199698
1 7 164999
1 8 128506
1 9 301137
1 10 99104
1 11 226883
1 12 79000
1 13 142020
1 14 239460
1 15 124729
1 16 87392
1 17 132837
1 18 156214
1 19 345204
1 20 91223
1 21 167786
1 22 168030
1 24 89338
1 25 277028
2 3 30228
2 4 117531
2 5 149530
2 6 34580
2 7 37543
2 8 126531
2 9 234137
2 10 32104
2 11 154610
2 12 48456
2 13 73668
2 14 167187
2 15 57729
2 16 214848
2 17 65837
2 18 125670
2 19 278204
2 20 36233
2 21 94921
2 22 109093
2 23 100016
2 24 58794
2 25 180239
3 4 87303
3 5 119302
3 6 21172
3 7 67771
3 8 96303
3 9 203909
3 10 1876
3 11 130247
3 12 18228
3 13 44792
3 14 142824
3 15 27501
3 16 184620
3 17 35609
3 18 95442
3 19 247976
3 20 6005
3 21 70558
3 22 82812
3 23 69788
3 24 28566
3 25 191810
4 5 206605
4 6 96465
4 7 155074
4 8 9000
4 9 291212
4 10 89179
4 11 216958
4 12 93521
4 13 132095
4 14 229535
4 15 114804
4 16 206898
4 17 122912
4 18 166058
4 19 335279
4 20 81298
4 21 157861
4 22 158105
4 23 145081
4 24 103859
4 25 267103
5 6 140474
5 7 187073
5 8 215605
5 9 323211
5 10 121178
5 11 249549
5 12 137530
5 13 164094
5 14 262126
5 15 146803
5 16 287090
5 17 154911
5 18 126835
5 19 367278
5 21 189860
5 22 202114
5 23 189090
5 24 147868
5 25 300040
6 7 72123
6 8 105465
6 9 225081
6 10 23048
6 11 120493
6 12 27390
6 14 133070
6 15 48673
6 16 193782
6 17 56781
6 18 104604
6 19 269148
6 20 15167
6 21 91730
6 22 91974
6 23 78950
6 24 37728
6 25 170638
7 8 164074
7 9 236482
7 10 69647
7 11 117067
7 12 85999
7 13 36125
7 14 129644
7 15 95272
7 16 252391
7 17 96977
7 18 163213
7 19 315747
7 21 57378
7 22 71550
7 23 84574
7 24 96337
7 25 142696
8 9 300212
8 10 98179
8 11 225958
8 12 102521
8 14 238535
8 15 123804
8 16 215898
8 17 131912
8 18 175058
8 19 344279
8 21 166861
8 22 167105
8 23 154081
8 24 112859
8 25 276103
9 10 202033
9 11 119415
9 12 222137
9 14 110933
9 15 222161
9 16 357690
9 18 294188
9 19 335905
9 20 209914
9 21 179104
9 22 193276
9 23 206300
9 24 232422
10 11 132123
10 12 20104
10 13 46668
10 14 144700
10 16 186496
10 17 33733
10 18 97265
10 19 249852
10 20 7881
10 21 72434
10 22 84688
10 23 71664
10 24 30389
10 25 193686
11 12 147883
11 13 119998
11 14 12577
11 15 102746
11 16 314275
11 17 165856
11 18 225097
11 19 333038
11 21 59689
11 22 73861
11 23 86885
11 24 158221
11 25 234010
12 13 63020
12 14 160460
12 15 45729
12 16 166392
12 17 53837
12 18 77214
12 19 266204
12 20 12223
12 21 88786
12 22 89030
12 23 76006
12 24 10338
12 25 198028
13 14 132575
13 15 72293
13 16 229412
13 17 60852
13 18 140234
13 19 292768
13 20 50797
13 21 60309
13 22 74481
13 23 87505
13 24 73358
13 25 178821
14 15 115323
14 16 326852
14 17 178433
14 18 227744
14 19 345615
14 20 148237
14 21 72266
14 23 99462
14 24 160868
14 25 246587
15 16 212121
15 17 63110
15 18 122943
15 19 275477
15 21 43057
15 22 57229
15 23 70253
15 24 56067
15 25 217378
16 17 220229
16 18 243606
16 19 370798
16 20 178615
16 21 255178
16 22 255422
16 23 242398
16 24 176730
16 25 364420
17 18 130998
17 19 283585
17 21 106167
17 22 118421
17 23 105397
17 24 64122
17 25 227419
18 19 343418
18 20 89437
18 21 166000
18 22 166244
18 23 153220
18 24 66876
18 25 173205
19 20 253981
19 21 273349
19 22 287521
19 23 300545
19 24 276542
19 25 344499
20 21 76563
20 22 76807
20 23 63783
20 24 22561
20 25 185805
21 22 14172
21 23 27196
21 24 99124
21 25 174321
22 23 13024
22 24 99368
22 25 160149
23 24 86344
23 25 147125
24 25 208366
Case #22: 50
1 2 296434
1 3 337614
1 11 227560
1 12 53096
1 16 316652
2 3 41180
2 9 197141
2 11 182480
2 15 207627
2 16 198795
3 4 311980
3 6 93298
3 8 406001
3 9 238321
3 12 390710
3 13 223312
3 15 248807
3 17 166857
4 5 282318
4 9 216587
4 10 208116
4 12 301390
4 14 269831
5 9 208659
5 10 200188
5 15 219145
6 7 445651
6 9 328820
6 10 320349
6 12 305431
6 15 339306
6 17 260155
7 10 287345
7 15 306302
8 9 167680
8 10 176151
8 14 220924
9 14 53244
9 16 385222
10 16 384666
11 13 120635
11 15 138753
12 13 175417
12 15 191134
12 16 369748
13 14 252050
14 15 80672
14 16 331978
14 17 124708
15 17 81950
Case #23: 19
1 3 526879
1 4 157875
1 7 233820
1 8 64487
1 11 371718
2 4 187543
2 9 318793
2 10 742740
2 11 401386
3 6 696750
3 7 489978
3 9 272954
5 8 186870
5 11 320597
6 7 206772
6 9 522206
6 11 506389
7 9 382210
8 10 648585
Case #24: 5
1 3 812597
1 7 590453
2 4 608302
3 6 504277
5 7 493516
Case #25: 67
1 5 257202
1 12 202440
1 18 362928
1 27 199335
2 14 60771
2 19 290176
2 22 59521
2 33 374684
3 27 357390
3 31 78354
4 14 309543
4 17 281412
4 23 311353
4 24 631249
4 33 309473
4 34 364023
5 34 496020
5 36 524983
6 22 522099
6 23 526728
6 25 905275
6 29 841204
7 20 826742
7 26 837713
7 29 485059
7 32 473228
8 20 569102
8 35 229097
9 11 382069
9 13 197345
9 21 435566
9 26 700717
9 32 336232
9 33 305699
9 39 545805
11 14 426031
11 32 524508
12 14 18102
12 16 673158
12 25 398459
12 39 626814
13 19 296961
13 20 644229
14 28 603551
17 23 29941
17 24 349837
17 26 496594
17 33 340475
17 36 353149
17 39 580581
18 21 675489
18 30 873641
19 25 545423
20 34 738476
22 40 384705
25 29 994812
26 36 799874
26 40 86577
27 38 33685
27 41 168032
28 32 553733
28 37 740031
29 33 672579
29 36 587492
32 36 233701
36 37 557605
39 40 676180
Case #26: 8
1 2 273153
1 5 486537
3 6 632458
3 8 200151
4 6 593010
5 7 504675
6 7 775255
7 8 342945
Case #27: Impossible
Case #28: 319
1 2 309858
1 3 200401
1 4 310939
1 5 307370
1 6 278688
1 7 300039
1 8 350912
1 10 250854
1 11 263152
1 13 249225
1 14 186468
1 15 300378
1 16 256531
1 17 362127
1 18 278677
1 19 358764
1 21 280165
1 22 311176
1 24 300221
1 25 241703
1 28 307833
1 29 270282
2 4 114865
2 5 38278
2 6 72002
2 7 64236
2 8 119095
2 9 79103
2 10 94794
2 11 108947
2 12 160442
2 15 63897
2 16 53327
2 17 140896
2 18 59185
2 19 63186
2 20 174398
2 21 89800
2 23 100868
2 24 146016
2 26 79444
2 28 27669
2 29 67580
3 4 161220
3 5 112011
3 6 78287
3 7 150320
3 8 150511
3 9 123423
3 10 101135
3 11 68351
3 13 48824
3 14 36749
3 15 150659
3 16 97647
3 18 117361
3 19 198287
3 20 220753
3 21 105918
3 22 113749
3 24 104992
3 25 91984
3 26 128871
3 27 16023
3 28 107432
3 29 120563
4 5 76587
4 6 110311
4 7 139202
4 8 194061
4 9 140670
4 10 133103
4 11 221845
4 12 135879
4 13 210044
4 14 147287
4 15 139541
4 18 174050
4 19 178051
4 20 59533
4 23 160395
4 24 192807
4 26 117753
4 27 177243
4 28 87196
4 29 170192
5 6 33724
5 9 117381
5 10 56516
5 11 145258
5 13 134819
5 14 120902
5 15 62954
5 16 91605
5 17 139953
5 19 101464
5 21 72740
5 22 4292
5 24 116220
5 25 84078
5 26 41166
5 27 102018
6 7 96339
6 8 151198
6 9 151105
6 10 90240
6 11 146638
6 12 103628
6 13 127111
6 14 115036
6 15 96678
6 16 125329
6 17 173677
6 20 169844
6 21 106464
6 23 112520
6 25 117802
6 26 74890
6 27 94310
6 29 127329
7 8 54859
7 9 103895
7 10 49185
7 11 82643
7 12 124979
7 15 339
7 17 77338
7 18 39385
7 19 127422
7 20 198735
7 21 108873
7 22 66907
7 23 146423
7 24 96503
7 25 65076
7 27 134971
7 28 73224
7 29 30990
8 9 158754
8 10 104044
8 11 137502
8 12 175852
8 13 157029
8 14 168430
8 15 55198
8 16 172422
8 17 132197
8 18 94244
8 19 131930
8 20 253594
8 21 163732
8 22 121766
8 23 116278
8 24 151362
8 26 76308
8 28 128083
8 29 85849
9 10 110182
9 11 124177
9 12 148116
9 13 140201
9 14 159524
9 15 104234
9 16 25776
9 19 128009
9 20 200203
9 21 168903
9 23 125610
9 25 81473
9 26 82446
9 27 107400
9 28 106772
9 29 82810
10 11 131828
10 12 75794
10 13 149959
10 14 64386
10 15 49524
10 16 135958
10 17 126523
10 18 88570
10 19 157980
10 20 155227
10 21 129256
10 22 60808
10 23 135368
10 24 102790
10 25 114261
10 26 27736
10 27 117158
10 28 67125
10 29 80175
11 12 93692
11 13 19527
11 14 105100
11 15 82982
11 16 133952
11 17 159981
11 18 49762
11 19 172133
11 20 239263
11 22 142933
11 23 70538
11 26 104092
11 27 52328
11 28 136616
11 29 58157
12 14 11408
12 15 125318
12 16 122340
12 17 202317
12 18 103617
12 20 195412
12 21 105105
12 23 59574
12 24 130333
12 25 66643
12 26 103530
12 27 41364
12 28 132773
12 29 95222
13 14 85573
13 15 102509
13 17 179508
13 18 69289
13 19 191660
13 20 245807
13 22 130527
13 24 56596
13 25 98787
13 26 123619
13 27 32801
13 28 124210
13 29 77684
14 15 113910
14 16 133748
14 17 190909
14 18 115025
14 19 199671
14 24 141741
14 25 78051
14 26 92122
14 27 52772
14 29 106630
15 17 76999
15 18 39046
15 20 199074
15 21 109212
15 24 96842
15 25 64737
15 28 73563
15 29 30651
16 17 157148
16 18 98178
16 19 102233
16 20 174427
16 22 87313
16 23 99834
16 24 171021
16 28 80996
16 29 89783
17 18 116045
17 19 204082
17 20 276073
17 21 186211
17 22 144245
17 23 223761
17 25 141736
17 26 98787
17 28 150562
18 19 122371
18 20 189501
18 21 148258
18 22 93171
18 23 119548
18 24 86831
18 26 60834
18 27 101338
18 29 8395
19 20 237584
19 21 152986
19 22 97172
19 23 164054
19 24 209202
19 25 157930
19 26 142630
19 28 90855
19 29 130766
20 21 208860
20 24 252340
20 25 147020
20 27 236776
20 28 146729
20 29 181106
21 22 68448
21 23 71685
21 24 179292
21 25 156818
22 23 79516
22 24 120512
22 25 88370
22 26 45458
22 28 6317
22 29 97897
23 24 107607
23 26 124974
23 27 18210
24 25 129312
24 29 95226
25 26 86525
25 27 108007
25 28 94687
25 29 34086
26 27 143184
26 28 51775
26 29 52439
27 28 91409
27 29 109733
28 29 95249
Case #29: Impossible
Case #30: 133
1 2 49436
1 3 89109
1 4 20216
1 6 79112
1 8 120275
1 9 197848
1 10 126739
1 11 137804
1 12 161231
1 14 129213
1 15 50166
1 16 174700
1 17 161277
1 19 175101
2 4 39226
2 6 29676
2 7 147129
2 8 139285
2 9 216858
2 10 77303
2 11 88368
2 13 160338
2 14 79777
2 16 193710
2 17 120387
2 18 60191
2 19 134211
2 20 69034
3 4 78899
3 5 189856
3 6 69349
3 7 168451
3 10 84202
3 11 48695
3 13 154538
3 14 119450
3 15 48949
3 16 203028
3 17 142216
3 18 67090
3 19 155533
3 20 108707
4 5 125839
4 7 167803
4 8 100059
4 11 127594
4 12 141015
4 13 199564
4 14 119003
4 15 29950
4 17 141061
4 18 99417
4 19 154885
4 20 89708
5 6 179859
5 7 246048
5 8 72481
5 9 303471
5 12 251972
5 13 196421
5 14 229960
5 15 140907
5 16 280323
5 18 210374
5 19 233130
5 20 167953
6 9 246534
6 10 106979
6 11 118044
6 12 150017
6 13 190014
6 14 109453
6 15 38952
6 16 223386
6 19 163887
7 8 173567
7 9 345435
7 11 159310
7 12 248918
7 13 265153
7 14 226906
7 16 279811
7 17 26742
7 19 12918
7 20 78095
8 9 277691
8 10 216588
8 16 254543
8 20 95472
9 12 318647
9 13 215834
9 15 207582
9 16 332116
9 17 318693
9 18 277049
9 19 332517
9 20 267340
10 12 104293
10 14 157080
10 15 86579
10 16 153050
10 18 17112
10 19 148067
10 20 146337
11 12 208709
11 13 105843
11 14 168145
11 15 97644
11 16 251723
11 17 132568
11 20 157402
12 14 191085
12 15 111065
12 16 257343
12 18 121405
12 19 236000
12 20 170823
13 14 80561
13 16 354048
13 17 238411
13 18 220529
13 20 229372
14 15 89053
14 19 213988
14 20 148811
15 16 184434
15 17 111111
15 19 124935
16 17 280717
16 18 135938
16 19 266893
17 20 51353
18 20 129225
Case #31: Impossible
Case #32: 528
1 2 115262
1 3 189503
1 4 181361
1 6 76643
1 7 105187
1 8 164220
1 9 85076
1 10 179605
1 13 102017
1 15 72433
1 16 129371
1 17 163058
1 19 99002
1 20 230685
1 21 129804
1 22 35016
1 23 51580
1 24 140101
1 25 144938
1 26 154955
1 27 122194
1 28 149492
1 29 104977
1 30 191844
1 32 104659
1 33 26846
1 36 121409
1 37 124971
1 38 151528
2 3 105036
2 4 144126
2 5 49340
2 6 119720
2 7 126497
2 8 79753
2 10 191813
2 11 150656
2 12 82459
2 13 13245
2 14 87234
2 16 70977
2 17 118247
2 18 170591
2 19 65363
2 20 153999
2 21 82295
2 22 150278
2 23 110786
2 26 176674
2 29 31536
2 30 102076
2 31 143553
2 32 107440
2 33 142108
2 35 93789
2 36 90064
2 37 51530
2 39 33653
3 4 106288
3 7 175709
3 9 104427
3 10 153047
3 14 161475
3 15 122371
3 16 108707
3 17 179371
3 20 48963
3 22 218490
3 23 145846
3 24 139285
3 25 44565
3 27 141545
3 28 49119
3 30 99409
3 31 192357
3 33 216349
3 34 143701
3 37 112169
4 5 134903
4 6 195001
4 8 124919
